chrom	start	end	DNase.counts	DNase.counts.RPM	DNase.counts.RPKM	H3K4me3.counts	H3K4me3.counts.RPM	H3K4me3.counts.RPKM	CTCF.counts	CTCF.counts.RPM	CTCF.counts.RPKM	H3K27ac.counts	H3K27ac.counts.RPM	H3K27ac.counts.RPKM
chr1	3857213.0	3857214.0	194	1.1763035445718422	1176.3035445718422	644	4.024847030657541	4024.847030657541	7	0.3219182205390907	321.91822053909067	2	0.06710890315363191	67.10890315363191
chr1	3796503.0	3796504.0	56	0.3395515386392946	339.5515386392946	714	4.4623304035551	4462.3304035551	0	0.0	0.0	7	0.23488116103771167	234.88116103771168
chr1	3772761.0	3772762.0	26	0.15764892865395821	157.64892865395822	213	1.3311994061025718	1331.1994061025719	0	0.0	0.0	0	0.0	0.0
chr10	125823284.0	125823285.0	42	0.254663653979471	254.663653979471	737	4.606074940364298	4606.074940364298	1	0.0459883172198701	45.988317219870105	11	0.3690989673449755	369.0989673449755
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
chr11	5505651.0	5505652.0	4	0.024253681331378188	24.25368133137819	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
