chrom	start	end	DNase.counts	DNase.counts.RPM	DNase.counts.RPKM	H3K4me3.counts	H3K4me3.counts.RPM	H3K4me3.counts.RPKM	CTCF.counts	CTCF.counts.RPM	CTCF.counts.RPKM	H3K27ac.counts	H3K27ac.counts.RPM	H3K27ac.counts.RPKM	CAGE.counts	CAGE.counts.RPM	CAGE.counts.RPKM
chr1	3857213	3857713	522	16.851137119252268	33.702274238504536	400	14.202904252470258	28.405808504940516	81	2.742873396921717	5.485746793843434	96	1.357627588780147	2.715255177560294	171	6.156037182464582	12.312074364929163
chr1	3796503	3797003	286	9.232615356525189	18.465230713050378	203	7.207973908128656	14.415947816257312	32	1.0836043049567279	2.1672086099134558	114	1.6121827616764246	3.224365523352849	124	4.464026962722855	8.92805392544571
chr1	3772761	3773261	59	1.9046304406817698	3.8092608813635396	216	7.6695682963339395	15.339136592667879	28	0.9481537668371368	1.8963075336742736	107	1.5131890833278723	3.0263781666557446	217	7.812047184764996	15.624094369529992
chr10	125823284	125823784	136	4.39033457513086	8.78066915026172	170	6.03623430729986	12.072468614599718	5	0.16931317264948872	0.33862634529897745	179	2.5314097749129822	5.0628195498259645	6193	222.94934661405355	445.8986932281071
chr11	5505651	5506151	90	2.905368468836598	5.810736937673196	34	1.2072468614599718	2.4144937229199437	15	0.5079395179484661	1.0158790358969323	48	0.6788137943900735	1.357627588780147	130	4.6800282673707345	9.360056534741469
chr11	5505651	5506151	90	2.905368468836598	5.810736937673196	34	1.2072468614599718	2.4144937229199437	15	0.5079395179484661	1.0158790358969323	48	0.6788137943900735	1.357627588780147	130	4.6800282673707345	9.360056534741469
chr11	5505651	5506151	90	2.905368468836598	5.810736937673196	34	1.2072468614599718	2.4144937229199437	15	0.5079395179484661	1.0158790358969323	48	0.6788137943900735	1.357627588780147	130	4.6800282673707345	9.360056534741469
chr11	5505651	5506151	90	2.905368468836598	5.810736937673196	34	1.2072468614599718	2.4144937229199437	15	0.5079395179484661	1.0158790358969323	48	0.6788137943900735	1.357627588780147	130	4.6800282673707345	9.360056534741469
chr11	5505651	5506151	90	2.905368468836598	5.810736937673196	34	1.2072468614599718	2.4144937229199437	15	0.5079395179484661	1.0158790358969323	48	0.6788137943900735	1.357627588780147	130	4.6800282673707345	9.360056534741469
chr11	5505651	5506151	90	2.905368468836598	5.810736937673196	34	1.2072468614599718	2.4144937229199437	15	0.5079395179484661	1.0158790358969323	48	0.6788137943900735	1.357627588780147	130	4.6800282673707345	9.360056534741469
chr11	5505651	5506151	90	2.905368468836598	5.810736937673196	34	1.2072468614599718	2.4144937229199437	15	0.5079395179484661	1.0158790358969323	48	0.6788137943900735	1.357627588780147	130	4.6800282673707345	9.360056534741469
chr11	5505651	5506151	90	2.905368468836598	5.810736937673196	34	1.2072468614599718	2.4144937229199437	15	0.5079395179484661	1.0158790358969323	48	0.6788137943900735	1.357627588780147	130	4.6800282673707345	9.360056534741469
